,token,total_count
4584,ripristino,27690
4585,metodologico,27684
4990,baciare,27672
4882,fattura,27669
4587,questura,27653
4796,argomentazione,27619
4901,allegro,27610
4891,impegnativo,27602
5046,ladro,27594
5390,volante,27589
4593,comprovare,27586
5338,approdare,27575
6315,compositore,27572
4598,talunare,27558
5682,arcivescovo,27558
6370,girone,27554
4599,educatore,27548
5155,giornalistico,27546
5017,atmosferico,27528
4881,convivere,27521
4873,illegittimo,27510
4920,infantile,27507
5129,narrazione,27497
4610,pensionato,27478
5277,pelo,27477
4613,?!,27469
4909,stop,27467
5078,anteprima,27454
4808,mensa,27452
4919,ottimale,27449
4926,prefettura,27444
5187,Emilio,27431
5759,Monaco,27411
5172,penetrare,27409
4932,infilare,27407
4855,comprensibile,27404
5149,innumerevole,27401
5347,'70,27398
5015,anticipazione,27387
4626,congedo,27373
5227,teologia,27363
4938,bus,27360
5031,riposare,27350
4833,obiezione,27337
4960,Silvia,27332
5182,Ginevra,27319
5038,petto,27310
5034,coltura,27295
4889,fecondazione,27288
4970,espressivo,27288
4632,scientifico-disciplinare,27275
5073,profeta,27274
5004,riparazione,27272
5068,vasca,27251
4636,fondare|fondere,27238
5620,scavo,27232
4809,riformista,27201
4639,allargamento,27199
4994,intrecciare,27181
4642,retribuire,27174
5557,Bill,27172
5083,ripristinare,27150
4643,labbro,27150
4644,attestazione,27147
5510,assalto,27144
4866,confuso,27137
4877,pomodoro,27134
4647,appositamente,27134
4649,contestualmente,27130
4924,ignoranza,27124
4913,cruciale,27123
5049,morbido,27113
4651,federalismo,27112
6608,dialetto,27090
4943,altronde,27086
5402,radiazione,27086
5567,imponente,27085
4927,ragazzino,27047
5142,Adige,27039
5145,medioevo,27036
4661,polizza,27033
4664,solitamente,27020
5310,vaso,27016
5225,Mantova,27013
4896,carino,27008
6187,tela,26979
4956,velo,26975
5264,aggressivo,26972
4669,fruire,26969
4671,cautelare,26961
6507,diretta,26956
5021,scatto,26948
5410,affondare,26943
5362,piazzare,26940
5572,vettore,26924
5371,K,26911
5258,prestigio,26904
4871,mirato,26897
5275,Po,26897
6692,You,26888
4676,specificità,26881
4678,sinceramente,26851
5040,bestia,26851
4679,rafforzamento,26843
5394,sci,26838
4681,prenotare,26837
5274,depressione,26826
4683,a.,26806
5731,Portogallo,26797
5312,piemontese,26793
5074,barra,26776
5234,Palestina,26755
4689,potestà,26737
5408,Como,26727
6158,navale,26727
4690,anzitutto,26720
5006,ammazzare,26710
5633,tempesta,26698
5181,punizione,26697
5169,simpatia,26696
5050,Martini,26694
5395,grano,26680
4694,allâ,26668
5056,obbiettivo,26664
4695,Bossi,26652
5296,H,26630
5985,dapprima,26610
5372,Giovanna,26592
5231,primato,26590
5447,miglio,26590
4953,rinuncia,26581
4699,fatturato,26580
5285,crollare,26573
4893,rassicurare,26567
4900,Amato,26553
5765,penisola,26545
4702,burro,26536
4703,semplicità,26530
4706,messa|messe,26518
4935,telefonia,26514
4959,attitudine,26513
5087,generoso,26508
4975,piovere,26508
4709,questionario,26502
5148,confidare,26501
5147,isolamento,26493
4713,regolarità,26489
6069,Black,26484
6491,Charles,26474
5044,scivolare,26473
4715,dossier,26471
5072,supplementare,26468
4916,ambientalista,26465
5115,Moro,26463
5792,Ottocento,26455
5487,Rosso,26444
5209,abbondante,26441
4973,game,26439
4723,Tel,26439
5536,declino,26434
5035,meraviglia,26429
5200,alterare,26423
6128,Sanremo,26422
4955,ingiustizia,26416
5286,dintorno,26398
4731,l.,26397
5357,Gaetano,26390
5199,Vito,26367
5103,alterazione,26363
5168,impronta,26356
5071,riconducibile,26352
5356,gene,26330
5662,Barcellona,26322
5094,delusione,26316
4968,commercializzazione,26305
4738,equilibrato,26302
4740,bozza,26294
5084,soppressione,26281
4743,corrispettivo,26281
5020,out,26273
4979,Emilia-Romagna,26273
5107,rinnovamento,26254
5238,spaventare,26253
5270,fungo,26250
6180,Mediaset,26240
4986,crema,26240
4748,esclusiva,26229
5131,folle,26221
4940,casino,26217
5424,conduzione,26210
4751,Parmalat,26209
5496,fucile,26195
5455,sponda,26167
5150,Novara,26164
5255,Ravenna,26161
5048,dirigenza,26158
4757,list,26157
5254,fitto,26156
4758,ellare,26145
5029,Basilicata,26143
5054,scuotere,26128
5161,guaio,26106
4760,dettato,26106
5206,vivace,26100
5016,dubitare,26094
5211,confessione,26067
5291,aggressione,26065
4763,altamente,26060
4996,alcol,26055
4764,contribuzione,26050
5321,intuire,26043
4980,ripensare,26029
4768,richiamato,26015
4770,preposto,26007
5024,prevedibile,25998
5023,max,25996
4773,conciliazione,25994
5076,lotto,25986
4995,Blair,25969
5036,cantina,25964
4777,pena|pene,25952
4778,aggiudicazione,25945
4779,regolatore,25939
5534,abile,25935
5776,rovina,25923
5355,guadagno,25907
5295,discepolo,25907
4781,anagrafico,25904
5558,seppur,25886
5174,finto,25883
5612,leone,25870
5196,aspirazione,25864
4787,magno,25859
5437,umido,25855
4791,compilazione,25834
5222,deludere,25823
4793,rata,25810
5349,alquanto,25806
5322,risentire,25802
5282,imminente,25792
5294,amato,25778
5723,distante,25777
5065,fastidio,25764
5022,lieto,25752
5485,Ugo,25749
5409,ognuna,25748
5379,vela,25729
5398,ottico,25702
5541,Campo,25679
4814,tante,25662
5578,borghese,25648
5037,tentazione,25638
5747,Atene,25636
5153,tramonto,25622
5123,biologia,25605
5785,vapore,25605
6612,decorazione,25593
8270,propria,25590
5289,caos,25587
5127,mela,25586
5178,perfezione,25573
5324,schiena,25557
5389,dittatura,25551
6283,Caterina,25545
4827,preannunciare,25543
5480,rituale,25537
5491,estrazione,25529
5583,decimo,25509
5214,artigianale,25500
5226,sconoscere,25481
4838,jul,25476
5080,impartire,25475
5229,as,25459
5146,innescare,25446
6327,fortezza,25434
5391,rallentare,25427
5426,accelerazione,25402
5475,pessimo,25397
5193,incubo,25383
4852,liquidare,25376
4853,Topic,25374
4854,nato,25371
5308,capitalismo,25370
5064,apprezzamento,25362
5483,pozzo,25358
4856,farmacia,25358
5889,aggiudicare,25351
5265,codificare,25350
4859,spa,25345
5098,flash,25338
5605,crollo,25338
5370,logo,25329
4864,seriamente,25318
5221,inquietante,25290
5237,illustrazione,25288
5137,Pesaro,25283
5824,radiofonico,25277
5192,agricoltore,25270
5301,Mondadori,25265
5990,elicottero,25263
5326,realistico,25259
5522,paragonare,25254
4868,bibliografico,25249
5484,Lucca,25245
5176,silenzioso,25242
4872,invalidità,25229
5445,arbitro,25226
6155,saga,25218
5109,reperire,25213
5220,trasferta,25212
5203,metafora,25208
5348,Chiara,25203
5579,from,25201
5969,Smith,25196
5190,torto,25191
5171,chilo,25185
4875,risanamento,25181
5262,teso,25179
5143,palese,25179
6358,edificare,25169
5508,casuale,25168
5431,muscolo,25159
5239,influire,25155
6328,fiction,25152
4883,progressivamente,25148
5974,molecola,25141
5585,attrazione,25136
5138,sottovalutare,25133
6406,rivale,25126
5292,Pino,25112
5268,piombo,25105
4886,pertinente,25097
4887,costitutivo,25096
4888,supplenza,25093
5621,pirata,25086
5566,apparente,25078
5627,compatto,25067
4892,suoi,25064
5709,genovese,25064
4895,precisazione,25052
5365,chirurgico,25026
5641,Rocco,25026
4897,vissuto,25024
5865,scontrare,25021
5300,passeggiata,25019
5261,utilizzabile,25017
4902,garante,25017
5493,montaggio,25001
4906,quotidianamente,24969
5345,Pasqua,24960
4908,Lug,24951
5430,spargere,24907
5205,credibile,24907
4912,incapacità,24892
5369,accreditare,24892
5318,apparenza,24890
5246,bandire,24885
5685,Mac,24860
4914,giudicatore,24852
5210,societario,24850
5705,carburante,24838
5340,ingiusto,24837
5651,trionfo,24834
4915,genere|genero,24831
5364,an,24824
5216,archiviare,24821
5279,monopolio,24811
6130,Lago,24800
5573,sacrificare,24797
4923,perdere|perdonare,24786
6444,Napoleone,24783
5346,creditore,24779
5423,guarire,24777
4925,Cnr,24773
6024,Star,24769
5884,rapire,24763
5790,Lucio,24761
5167,management,24754
5528,Pier,24748
5189,Wwf,24728
5477,contrapporre,24715
5179,confezione,24714
5446,servo,24711
5607,freccia,24711
5323,lucido,24707
4939,accessibilità,24699
5236,Einaudi,24684
5256,logistico,24664
5405,siglare,24662
5352,prevalenza,24656
6557,cugino,24645
5917,Hitler,24638
6217,torrente,24634
6775,Guglielmo,24626
4950,rodere,24617
5476,tossico,24605
5414,torinese,24593
5581,testamento,24593
4951,stand,24593
5754,'90,24577
5191,localizzazione,24569
5482,aborto,24566
5618,contraddistinguere,24562
6260,animato,24559
4957,indubbiamente,24552
6093,scudo,24548
5267,contrarre,24528
4961,preoccupante,24525
5383,fotografare,24516
5438,peculiare,24510
5545,Madre,24503
5433,uva,24499
5598,amministrare,24499
4965,abbraccio,24490
4966,cap.,24487
5183,rilassare,24483
5498,taglia,24479
5568,spettro,24477
5290,cottura,24474
5967,avvento,24465
5576,clamoroso,24460
4969,w,24457
4971,concertazione,24454
5440,ristretto,24452
5811,neonato,24446
5427,appassionare,24421
5325,ripercorrere,24414
5204,editoria,24413
4977,gravare,24405
5524,aspro,24404
5247,abusivo,24403
5703,Bibbia,24400
4982,incompatibilità,24378
5416,To,24366
5269,uguaglianza,24362
4984,pietà,24358
4985,cucchiaio,24358
6105,pianoforte,24351
5421,budget,24340
5317,indifferente,24335
5506,tenore,24333
4987,giovare,24327
7232,flotta,24315
5624,incrocio,24315
4992,decentrare,24306
5673,decretare,24301
5259,coniugare,24301
5648,lusso,24300
5798,gravemente,24294
5374,potenzialmente,24292
7162,match,24288
5368,fetta,24284
4999,na,24252
8509,cannone,24249
5590,gerarchia,24248
6021,consacrare,24245
5000,are,24234
5961,Rio,24231
5001,appellare,24228
5634,antenna,24228
5002,sovranità,24227
5894,scavare,24215
5005,tranquillamente,24202
5472,aggravare,24194
5009,timo,24172
5800,galassia,24169
5981,distare,24167
5012,positivamente,24166
5014,confindustria,24164
5314,psicologo,24156
5835,ambientare,24156
5358,attingere,24145
5525,Spezia,24145
5441,naturalistico,24130
6126,bersaglio,24129
5456,topo,24122
5664,ignoto,24105
5592,Colombo,24086
5025,concretamente,24084
5339,supermercato,24083
9306,ott,24082
5906,espellere,24081
5307,marco,24075
5027,contenzioso,24073
5028,firmatario,24071
5514,municipio,24063
9079,apr,24061
5030,venti|vento,24061
5396,credente,24048
5263,trapianto,24047
5471,travolgere,24044
6271,bellico,24036
5432,fragile,24007
5683,Tim,24005
6475,svedese,24003
5041,gioventù,24002
5521,sostituto,23992
5336,diocesano,23984
6881,successore,23982
5288,espositivo,23976
5043,consorziare,23976
5762,visualizzazione,23970
5495,trasversale,23958
5330,concordato,23956
6033,Juventus,23953
5502,abolizione,23947
5767,Eugenio,23940
5328,simulazione,23933
6478,Vergine,23929
5051,perfezionamento,23916
5052,coesione,23913
5439,concretizzare,23910
5554,Cremona,23909
5870,incorporare,23889
6889,metal,23881
5513,affascinare,23877
5582,idraulico,23874
5422,discoteca,23874
5526,scherzo,23873
6119,Conte,23871
5501,Castelli,23869
5381,T.,23867
5057,comunicativo,23867
5468,sbattere,23857
5404,ape,23855
5461,elettromagnetico,23855
5332,ratificare,23821
6354,Park,23817
5060,Salvo,23817
5507,evolutivo,23815
5063,riscossione,23806
5751,regnare,23805
5319,colmare,23788
5799,massacro,23781
5067,regolarizzazione,23779
5599,sconvolgere,23776
5070,specificamente,23762
5075,correttezza,23735
5411,anomalia,23726
5313,transazione,23717
5822,riparare,23710
5464,confederazione,23706
6276,primitivo,23694
5546,optare,23692
5081,integrità,23691
6950,prototipo,23690
6184,sforzare,23689
5655,cappello,23687
5486,Grazia,23677
5653,gioiello,23676
6272,Medici,23674
5519,complicare,23674
6416,irlandese,23672
6330,parrocchiale,23661
5459,assimilare,23657
5089,decisionale,23649
5575,postazione,23644
5393,dissenso,23637
5090,compagna,23636
5840,confluire,23632
5091,anagrafe,23631
5550,riscatto,23620
5718,Sinistra,23591
5701,Gian,23578
5400,imposizione,23576
5099,specifica,23573
5100,facilità,23571
6084,Duomo,23570
5101,monitorare,23563
5102,Feb,23558
5399,pacifista,23557
5622,progettista,23556
5861,proibire,23548
5466,Trentino,23541
5895,cc,23531
5958,delimitare,23531
5104,edile,23528
5950,dimettere,23523
5781,gigantesco,23522
5560,W.,23520
5443,risata,23516
5530,ciclismo,23514
5463,posare,23513
5106,bollo,23494
6747,comunemente,23492
5796,esitare,23484
5675,Angela,23481
5635,affine,23480
5359,informale,23478
5512,tollerare,23477
5388,fiato,23475
5744,persecuzione,23465
5469,abbattimento,23462
5110,c.c.,23461
5111,sottoscritto,23457
5591,ambizione,23451
5112,cassare,23451
6052,nozze,23445
6230,basilica,23436
5968,freno,23434
5964,comparsa,23433
6228,australiano,23431
5114,parto,23425
5708,solitario,23411
5413,rendita,23409
5942,censimento,23399
6002,serbatoio,23397
5117,mentalità,23395
5564,Santoro,23381
5118,ostare,23373
6077,Regina,23362
5610,ricoverare,23361
5562,razzismo,23355
5121,Cass,23354
6085,censurare,23353
5122,rileggere,23353
5879,dea,23342
5125,revisore,23335
5638,esportare,23322
5681,poggiare,23321
5126,eccedere,23319
5497,hoc,23310
5882,geometria,23310
5725,denso,23307
5527,patata,23296
5654,complicato,23267
5130,associato,23263
5847,avanzato,23258
6062,fantascienza,23241
6598,Lee,23233
5806,presidenziale,23224
5479,forzato,23218
5420,inquinante,23216
7985,XVIII,23208
5616,cubano,23168
7575,debutto,23167
5141,politicamente,23166
6048,algoritmo,23138
7360,velivolo,23136
5699,stampato,23130
5833,licenziare,23123
5586,paradosso,23117
5458,istruttore,23116
5665,message,23107
5935,cemento,23097
6589,datare,23093
5154,venatorio,23091
5672,raddoppiare,23081
5630,Renzo,23078
5532,conveniente,23071
5157,sensibilizzazione,23065
5531,bagaglio,23064
5707,Rita,23062
5158,convenuto,23060
5887,differire,23053
5434,inadeguato,23042
5162,Rapporto,23033
5163,personalizzato,23032
5164,patrocinio,23011
5652,portatile,23009
5868,originare,23000
5454,voltare,22994
6990,Battista,22989
5623,social,22986
5736,collaterale,22981
5170,prossimità,22972
5825,Alessandra,22970
5173,handicappato,22968
6947,discendente,22958
5175,omissis,22954
6127,Alice,22953
5180,mt,22943
6993,Music,22942
5881,compleanno,22936
6234,alieno,22935
5529,gustare,22931
5982,imbarcazione,22927
5186,condono,22922
5188,gg,22905
5516,abituale,22904
5893,complice,22898
5918,ironico,22898
5678,onorario,22895
5474,angoscia,22893
5909,innalzare,22884
5194,attrezzato,22867
5195,bilaterale,22866
5971,Rocca,22863
6165,Corea,22860
5197,densità,22857
5198,Tremonti,22853
5721,peggiorare,22852
6076,colonnello,22848
6968,sepolto,22845
5202,fedeltà,22837
5201,stile|stilo,22837
5207,disoccupato,22826
5691,accostare,22824
5671,blues,22819
6086,target,22808
5687,onorare,22808
5213,razionalizzazione,22806
5553,mediatico,22794
6966,ducato,22793
6393,pareggio,22792
5677,misurazione,22790
5511,pianto,22779
5535,designazione,22775
5217,infrazione,22775
5766,molecolare,22770
5218,Index,22768
6122,Romania,22764
5219,mezz,22758
5930,bottega,22744
5829,hard,22744
5223,fondato,22736
5224,doping,22734
5589,ambasciata,22722
5639,goccia,22707
5504,semmai,22697
5230,astenere,22695
5233,bocciare,22676
5680,concilio,22670
6143,automobilistico,22665
5745,targa,22664
5896,Valentino,22628
5540,tristezza,22626
5603,psichiatrico,22617
6588,assassino,22616
5240,documentato,22613
6697,orbita,22612
5244,infare,22598
5245,votante,22596
5812,resistente,22586
5248,enne,22580
5249,mora,22578
5250,,22578
5251,????,22565
5984,oceano,22562
5252,trattazione,22552
5839,emergente,22550
5694,centesimo,22545
5253,inaccettabile,22544
5862,atomico,22538
5642,applicato,22525
6115,robusto,22519
5257,rio,22512
5738,pontefice,22509
5613,reclusione,22488
5695,sintetizzare,22486
5266,ispezione,22467
5940,faro,22455
7677,cilindro,22455
5732,ingannare,22453
7025,esordire,22451
5794,comunismo,22448
6619,vetta,22448
5948,fotografo,22440
5871,vena,22439
5715,migrazione,22437
5271,opportunamente,22422
5273,chat,22419
5676,disperazione,22412
6642,barocco,22406
5276,marchio|marco,22405
6025,robot,22389
6023,Valerio,22385
5281,doveroso,22384
5284,Giu,22380
5615,Kosovo,22371
6460,insetto,22364
7623,accorgersi,22347
5287,q,22346
5658,graduale,22331
8753,League,22328
5852,feroce,22297
5757,marginale,22280
6161,Monti,22273
5988,strega,22263
5913,box,22257
5297,liberalizzazione,22256
5298,global,22254
5588,dritto,22253
5706,intuizione,22251
5693,restrizione,22245
5302,intermediario,22235
5303,porgere,22224
5305,cioè|cioé,22221
5306,puramente,22215
5878,assomigliare,22208
6192,insediare,22207
5309,veicolare,22203
5729,coincidenza,22200
6175,indigeno,22192
5587,implicazione,22176
5315,prot,22174
6022,raggiungibile,22170
5746,celare,22167
6074,Felice,22167
5646,errato,22164
5728,Daniela,22163
5320,¦,22155
5584,dj,22146
7313,rame,22137
5931,parroco,22111
5804,muscolare,22100
5600,avanzamento,22097
5331,raramente,22097
5727,filtrare,22094
5753,attrezzare,22091
5334,mouse,22083
5783,arredo,22075
5337,socialmente,22064
5789,schiacciare,22062
5807,grammo,22062
6132,panchina,22053
5674,Baghdad,22053
5826,contrapposizione,22047
5341,consolidato,22045
5343,assicurato,22032
5344,tutor,22031
5779,corsia,22026
7595,assedio,22022
5801,svantaggio,22018
5846,affidabile,22015
6038,Piacenza,22002
5350,inquadramento,22000
5643,implementazione,21997
5351,abbandonato,21996
5353,Nov,21986
5954,aspirare,21967
6066,subentrare,21967
5700,prospetto,21964
5354,rom,21956
6837,Mark,21947
5361,kilometro,21928
5851,improbabile,21927
5848,rovesciare,21908
5367,tariffario,21894
5366,tonno,21894
5670,glielo,21883
5874,trucco,21869
5856,perfezionare,21868
5644,culo,21868
6202,fluido,21857
7514,solista,21854
5956,Maddalena,21849
5986,Alfredo,21847
6295,ossigeno,21846
6103,italia,21838
5373,co,21838
6141,cristallo,21835
5375,lucro,21835
5376,ultimamente,21833
5660,neo,21828
5378,princìpio,21825
5380,mg,21820
5382,topic,21816
6374,Danimarca,21812
5698,sasso,21812
5385,candidata,21806
5386,tranquillità,21803
5722,vetrina,21782
5758,leadership,21780
5919,W,21769
5392,contenimento,21746
5911,ambizioso,21741
5834,retorica,21738
5743,soddisfacente,21725
5764,Ibm,21706
5401,Compagnia,21701
6019,ristrutturare,21699
5403,pdf,21698
6496,deporre,21688
5406,conducente,21682
5916,Libero,21680
6223,larghezza,21680
5929,cerebrale,21676
6787,esilio,21666
6344,nano,21656
5756,orgoglioso,21655
5774,saggezza,21654
6312,controverso,21654
5412,Caritas,21642
5965,petrolifero,21636
6443,miniera,21632
5415,serenità,21626
8166,XVII,21624
6863,Ungheria,21622
7244,IX,21619
5417,esenzione,21616
6006,teologico,21609
6265,mira,21588
5813,nebbia,21572
6888,Frank,21570
5425,urlo,21566
6182,uccisione,21565
5844,Z,21559
5739,committente,21557
6368,sbarcare,21552
6206,giornalismo,21551
5428,mah,21543
6215,funerale,21540
6656,canadese,21537
5429,mq,21536
5714,cipolla,21533
5883,Pescara,21526
5922,manufatto,21522
5726,dizionario,21521
5435,brillare,21520
6247,supplemento,21518
6036,sofisticato,21486
5733,utilizzatore,21485
5442,occhiata,21481
5444,directory,21470
5711,concettuale,21459
5448,originalità,21459
5450,incompatibile,21456
5451,company,21440
5867,fango,21429
5773,convergenza,21410
6236,egiziano,21406
5457,Inail,21405
5460,nazionalità,21388
5462,consolidamento,21379
6065,sorprendente,21372
8118,bizantino,21371
6694,manoscritto,21363
5465,godimento,21357
6609,Elisabetta,21356
5855,crudo,21351
6229,Nick,21338
5912,focalizzare,21335
5467,pedagogico,21321
5803,contorno,21308
5921,clinica,21302
5473,sommo,21302
6420,tradimento,21269
5481,periodicamente,21259
5963,Jan,21226
5488,GU,21224
6309,processore,21221
5489,clientela,21218
6621,habitat,21217
7984,XIV,21213
6073,Monica,21211
5490,dialogare,21209
5492,suscettibile,21194
5494,mattinata,21191
6302,Taranto,21189
6063,solenne,21178
5860,afferrare,21174
5499,provento,21169
5500,effettuazione,21169
6027,ostaggio,21168
5872,appendice,21156
5503,end,21155
6267,raggruppare,21152
5505,titolarità,21142
5509,pluralismo,21130
5805,Strada,21128
5926,truffa,21119
5901,impazzire,21114
8870,mln,21103
5914,ritardare,21098
5517,pertinenza,21090
5518,srl,21089
5793,diversificare,21082
5810,fallo,21071
5966,crudele,21071
5520,integralmente,21070
6495,ripetuto,21057
5523,tempestivamente,21042
6470,pontificio,21039
6160,trappola,21026
6497,Vietnam,21017
5951,valuta,21003
5978,seppure,20997
5533,modernità,20996
6599,Olimpiadi,20985
5538,totalità,20971
5791,salsa,20970
5973,riparo,20969
6139,Pasquale,20966
5975,pecora,20964
5943,sfilare,20964
5543,peculiarità,20946
5544,br,20946
6170,imitare,20946
6104,pianificare,20938
6753,Alessandria,20937
5547,tizio,20936
5866,manipolazione,20927
5548,contraente,20923
5549,º,20914
6532,pilastro,20907
5552,prosecuzione,20903
6866,Jones,20903
5830,convincente,20891
6030,tenero,20887
5556,G.U.,20880
5820,limone,20878
6121,battesimo,20877
5908,my,20875
6323,portoghese,20873
5934,lite,20866
6008,satellitare,20865
5559,retributivo,20861
5904,istinto,20838
6174,Angel,20837
5891,eccetera,20837
5832,sociologia,20827
6135,caserma,20821
5858,sprecare,20816
6381,vegetazione,20815
5925,fiaba,20811
6009,tappeto,20810
5565,st,20809
6349,der,20808
6157,Gino,20792
5569,PDF,20789
6016,tessile,20783
5843,atteso,20783
5570,imponibile,20782
6991,Augusto,20782
5571,mar|mare,20777
5574,newsletter,20766
6485,Time,20765
5873,tabacco,20739
6280,Institute,20732
5577,compensazione,20727
5907,immaginazione,20718
6111,accentuare,20712
5842,ringraziamento,20706
6810,Big,20694
7424,radar,20685
6039,picchiare,20685
6318,sospettare,20657
6028,tenda,20642
5841,passaporto,20639
5593,radiotelevisivo,20632
5595,prego,20622
5596,impedimento,20619
5597,attestato,20619
6297,insolito,20618
6773,Street,20617
6403,evoluto,20616
5601,script,20608
5602,appaltare,20605
5604,pressoché,20601
5606,igienico,20596
8447,Sky,20594
5859,indifferenza,20588
5987,diciotto,20574
5609,meeting,20572
6268,cardiaco,20567
6193,Marte,20560
7606,URL,20557
5611,illegittimità,20557
6218,Nobel,20551
6015,ceco,20535
6092,ampiezza,20531
6737,It,20531
5614,abrogazione,20518
6529,Claudia,20515
6266,killer,20508
5617,----------------,20501
5897,merda,20495
5619,gia,20492
6806,reperto,20485
8663,debuttare,20481
7715,fidanzato,20480
7409,Savoia,20479
6047,aggiunto,20477
6556,Vecchio,20476
5625,diabeta,20476
6859,declinare,20474
6007,riscoprire,20473
6995,Apple,20468
6079,planetario,20466
6044,stomaco,20461
5628,nettamente,20447
5629,condivisibile,20447
6476,frate,20442
5938,equivoco,20438
5631,interpellare,20435
6342,febbre,20415
6380,melodia,20409
5888,investitore,20399
6060,connazionale,20398
6090,analogia,20390
5927,prerogativa,20388
5640,detrazione,20388
6147,frattura,20374
6277,vago,20372
6362,biblico,20370
5899,doccia,20346
6430,parentesi,20343
6331,Simona,20334
5937,dvd,20328
7083,telaio,20327
6197,disordine,20325
8252,Tg,20321
6083,paragone,20299
5650,pecuniario,20293
5953,mobilitare,20278
6602,fungere,20272
6335,Luisa,20263
6257,testare,20259
5656,telefonino,20256
6029,ottimizzare,20252
7356,Francisco,20239
6394,cintura,20237
5657,riservatezza,20231
5659,accoglimento,20227
6296,Arezzo,20225
6717,ortodosso,20221
6238,Prato,20219
6325,Fontana,20216
5998,nostalgia,20215
5661,vigilare,20211
6997,ereditare,20206
5663,Gentile,20206
6042,provocazione,20204
6326,preservare,20200
5667,arare,20192
6287,sopratutto,20185
5668,parcheggiare,20180
5669,generalità,20180
6219,cadenza,20167
6622,vampiro,20153
6081,asciutto,20153
6035,cassetta,20152
6020,maturazione,20138
6213,Sharon,20137
6339,susseguire,20134
6050,Viola,20119
5679,consuntivo,20115
6270,ira,20106
6263,Bianchi,20101
6876,canonico,20098
6313,biondo,20090
6156,umile,20079
6070,plastico,20079
6201,impressionante,20070
5684,restringere|ristringere,20070
6225,natalizio,20066
6461,fanciullo,20035
6053,inesistente,20034
7124,rango,20028
5688,sostenuto,20028
7185,Principe,20020
6220,obbligato,20014
7355,Joseph,20014
5689,operatività,20012
5690,profilare,20010
5692,tempestivo,20001
6037,Press,19996
7473,West,19996
6249,astronomico,19991
8507,decorare,19991
5696,bontà,19986
6117,brevemente,19986
6754,tradizionalmente,19983
6493,ergere,19978
6214,radicalmente,19976
6600,'60,19970
6004,incisivo,19965
6043,meditazione,19958
5702,equiparare,19956
5704,minorile,19939
7516,One,19931
6923,apostolico,19924
6138,cioccolato,19919
6752,Hollywood,19914
6306,sparso,19908
7293,rifugiare,19902
6017,sollecitazione,19897
6336,intrattenimento,19897
5712,credibilità,19896
6637,fattoria,19896
5713,l.r.,19894
6114,Molise,19888
5716,conformemente,19878
5717,complimentare,19875
8271,House,19872
7364,Joe,19868
6629,Ben,19861
6205,piantare,19858
6292,mistico,19843
5720,ché,19833
6317,Cia,19830
6154,adolescenza,19823
6064,contaminazione,19821
6264,attivista,19819
6222,maiale,19817
6538,indubbio,19817
6510,Group,19816
5724,¿,19814
6883,monumentale,19812
6208,open,19797
6275,ecosistema,19796
6178,geniale,19790
6305,coltello,19778
5730,sub,19774
6072,scommessa,19766
6059,umore,19758
5735,testa|teste,19755
5737,perizia,19749
9185,XV,19747
6343,orfano,19740
5740,assoggettare,19730
7555,My,19728
5741,preventivamente,19726
6051,magro,19724
6046,occasionale,19722
6500,Ernesto,19720
5742,indirettamente,19720
7053,Real,19706
5748,intervistato,19695
5749,sinergia,19689
6196,soggiornare,19687
5750,decentramento,19682
6285,mutazione,19675
7278,Daniel,19671
6034,dispersione,19670
6179,contaminare,19670
5752,utopia,19669
6159,client,19666
6067,mollare,19659
6451,ondata,19650
5755,conciliare,19649
6400,infliggere,19635
6133,schifo,19630
5760,apporre,19629
6771,frontale,19629
5761,passeggiare,19628
6710,frequentemente,19627
6108,anomalo,19624
5763,trascorso,19623
6357,Albania,19620
6136,intreccio,19613
6146,Mc,19611
6821,stellare,19608
6907,espandere,19607
6203,barba,19606
6198,Donne,19600
6926,clan,19597
5768,adempiere,19589
6251,rivendicazione,19588
6091,matto,19585
6316,ultimare,19584
6332,biennale,19578
5769,cordiale,19577
5770,html,19575
7286,Mary,19573
5771,espletare,19572
6614,inno,19568
6058,prolungato,19567
5772,autonomamente,19562
5775,fortunatamente,19543
5777,alcolico,19539
5778,convalidare,19538
6207,intravedere,19538
6152,monitor,19533
6568,nube,19532
6412,Giordano,19532
5780,pom,19532
5782,economicamente,19530
6246,ambiguo,19526
5784,preavviso,19522
7182,forzare,19520
6383,scorgere,19517
6473,incassare,19516
5786,Resistenza,19514
5788,quaderno,19502
6304,sella,19502
6525,Sara,19487
6389,filone,19487
6601,picco,19467
9166,dinastia,19463
6397,rinascita,19462
5795,audiovisivo,19445
6190,possibilmente,19436
6551,tredici,19434
6411,socialismo,19422
6581,superstite,19422
6925,congregazione,19421
7106,serale,19415
6396,cava,19414
6311,memorizzare,19411
6891,Corrado,19408
6523,cabina,19406
6151,noioso,19405
5802,facoltativo,19401
6137,agitare,19394
6087,anticipato,19393
5809,agriturismo,19383
5808,misericordia,19383
6696,Borgo,19380
6780,testuale,19360
7609,Rock,19359
6363,priore,19359
6674,ambientazione,19354
6298,Veltroni,19347
5814,referendario,19347
6303,rispecchiare,19345
7158,Bob,19343
5815,metafisico,19338
5817,curvo,19330
6428,benedire,19327
5818,congiuntamente,19327
5819,ricomprendere,19323
6209,oltretutto,19320
5821,originariamente,19319
8492,chitarrista,19316
6375,alcool,19312
6148,poltrona,19308
7468,Grand,19294
6847,horror,19293
6340,statico,19292
